venta_id,fecha,cliente_id,producto_id,region,ciudad,segmento,categoria,subcategoria,cantidad,precio_unitario_cop,descuento_pct,subtotal_cop,costo_unitario_est_cop,margen_total_cop,tipo_venta,ejecutivo
2880,2024-09-04,193,47,Llanos,Yopal,Constructora,Equipos Eléctricos,Breakers,13,1372567,0.0,17843371,844112,6869915,Contado,Ejecutivo 11
2881,2024-04-09,136,91,Llanos,Yopal,Contratista Eléctrico,Repuestos Automotrices,Bujías,33,497869,0.05,16429677,378848,3927693,Crédito 60 días,Ejecutivo 3
2882,2022-04-22,13,144,Santanderes,Cúcuta,Empresa Industrial,Materiales de Construcción,Tuberías,38,720550,0.15,27380900,532699,7138338,Crédito 60 días,Ejecutivo 11
2883,2024-05-18,7,57,Eje Cafetero,Pereira,Comercializadora Local,Equipos Eléctricos,Tableros,28,1738772,0.05,48685616,898047,23540300,Contado,Ejecutivo 2
2884,2022-08-02,115,49,Pacífico,Popayán,Taller Automotriz,Equipos Eléctricos,Cables,32,904492,0.0,28943744,573995,10575904,Contado,Ejecutivo 10
2885,2023-11-19,14,147,Pacífico,Pasto,Constructora,Materiales de Construcción,Aislantes,20,1160187,0.15,23203740,917060,4862540,Contado,Ejecutivo 5
2886,2022-11-30,119,76,Santanderes,Cúcuta,Taller Automotriz,Repuestos Automotrices,Frenos,20,1212770,0.15,24255400,953443,5186540,Crédito 30 días,Ejecutivo 2
2887,2023-03-10,4,97,Santanderes,Bucaramanga,Contratista Eléctrico,Tecnología y Seguridad,Cámaras,8,1663277,0.0,13306216,943104,5761384,Crédito 30 días,Ejecutivo 13
2888,2023-09-26,124,41,Llanos,Yopal,Contratista Eléctrico,Equipos Eléctricos,Breakers,27,1510451,0.05,40782177,900188,16477101,Contado,Ejecutivo 4
2889,2022-03-08,190,26,Eje Cafetero,Manizales,Cadena de Ferreterías,Herramientas Industriales,Compresores,6,1507762,0.2,9046572,989388,3110244,Contado,Ejecutivo 2
2890,2022-04-02,60,64,Caribe,Valledupar,Empresa Industrial,Equipos Eléctricos,Tableros,12,1480808,0.1,17769696,791939,8266428,Crédito 30 días,Ejecutivo 13
2891,2024-09-17,163,30,Eje Cafetero,Manizales,Empresa Industrial,Herramientas Industriales,Compresores,3,88990,0.15,266970,68053,62811,Contado,Ejecutivo 6
2892,2022-07-10,48,130,Llanos,Arauca,Taller Automotriz,Materiales de Construcción,Adhesivos,21,849457,0.0,17838597,615858,4905579,Crédito 90 días,Ejecutivo 1
2893,2024-01-01,127,90,Pacífico,Buenaventura,Taller Automotriz,Repuestos Automotrices,Bujías,22,1263146,0.1,27789212,977047,6294178,Crédito 60 días,Ejecutivo 7
2894,2024-10-21,83,158,Caribe,Santa Marta,Cadena de Ferreterías,Materiales de Construcción,Impermeabilizantes,35,1504680,0.05,52663800,830177,23607605,Contado,Ejecutivo 13
2895,2024-03-11,164,98,Llanos,Arauca,Comercializadora Local,Tecnología y Seguridad,Cámaras,21,492353,0.15,10339413,384793,2258760,Crédito 60 días,Ejecutivo 3
2896,2022-07-19,172,12,Caribe,Santa Marta,Comercializadora Local,Herramientas Industriales,Llaves,10,456663,0.1,4566630,304303,1523600,Contado,Ejecutivo 15
2897,2024-10-28,89,106,Santanderes,Bucaramanga,Contratista Eléctrico,Tecnología y Seguridad,DVR,39,893351,0.15,34840689,548136,13463385,Contado,Ejecutivo 13
2898,2022-11-04,13,74,Santanderes,Cúcuta,Empresa Industrial,Repuestos Automotrices,Frenos,2,1027460,0.05,2054920,602481,849958,Contado,Ejecutivo 13
2899,2024-02-22,186,116,Pacífico,Pasto,Taller Automotriz,Tecnología y Seguridad,Sensores,24,1259625,0.1,30231000,841471,10035696,Crédito 30 días,Ejecutivo 14
2900,2022-03-18,216,77,Llanos,Arauca,Cadena de Ferreterías,Repuestos Automotrices,Frenos,14,282303,0.0,3952242,158870,1728062,Contado,Ejecutivo 3
2901,2024-08-06,10,133,Caribe,Cartagena,Constructora,Materiales de Construcción,Adhesivos,5,1603605,0.05,8018025,925887,3388590,Contado,Ejecutivo 11
2902,2022-07-11,39,87,Caribe,Valledupar,Comercializadora Local,Repuestos Automotrices,Lubricantes,38,731980,0.1,27815240,526128,7822376,Crédito 90 días,Ejecutivo 4
2903,2023-03-18,113,112,Caribe,Sincelejo,Comercializadora Local,Tecnología y Seguridad,DVR,37,166767,0.1,6170379,122273,1646278,Crédito 60 días,Ejecutivo 11
2904,2022-10-16,194,7,Caribe,Valledupar,Empresa Industrial,Herramientas Industriales,Taladros,30,1294351,0.0,38830530,902090,11767830,Crédito 60 días,Ejecutivo 3
2905,2024-10-24,154,83,Llanos,Villavicencio,Comercializadora Local,Repuestos Automotrices,Lubricantes,10,183005,0.15,1830050,115072,679330,Crédito 30 días,Ejecutivo 12
2906,2024-12-07,139,40,Llanos,Villavicencio,Taller Automotriz,Equipos Eléctricos,Transformadores,30,494914,0.1,14847420,369830,3752520,Crédito 90 días,Ejecutivo 6
2907,2024-07-05,115,100,Pacífico,Popayán,Taller Automotriz,Tecnología y Seguridad,Cámaras,31,1644086,0.05,50966666,877454,23765592,Crédito 60 días,Ejecutivo 6
2908,2023-08-19,172,16,Caribe,Santa Marta,Comercializadora Local,Herramientas Industriales,Llaves,6,794765,0.15,4768590,597800,1181790,Crédito 30 días,Ejecutivo 14
2909,2024-06-01,177,138,Llanos,Yopal,Cadena de Ferreterías,Materiales de Construcción,Tuberías,9,821261,0.1,7391349,501885,2874384,Contado,Ejecutivo 12
2910,2024-03-04,4,51,Santanderes,Bucaramanga,Contratista Eléctrico,Equipos Eléctricos,Cables,5,89062,0.05,445310,54399,173315,Contado,Ejecutivo 10
2911,2022-06-03,97,117,Caribe,Sincelejo,Contratista Eléctrico,Tecnología y Seguridad,Sensores,36,1021314,0.0,36767304,606242,14942592,Crédito 90 días,Ejecutivo 10
2912,2024-10-15,192,53,Caribe,Cartagena,Taller Automotriz,Equipos Eléctricos,Cables,30,1431854,0.0,42955620,1009202,12679560,Contado,Ejecutivo 1
2913,2022-10-20,11,75,Pacífico,Pasto,Empresa Industrial,Repuestos Automotrices,Frenos,22,112355,0.0,2471810,78072,754226,Crédito 60 días,Ejecutivo 5
2914,2022-06-28,59,17,Pacífico,Pasto,Cadena de Ferreterías,Herramientas Industriales,Sierras,6,172899,0.0,1037394,81157,550452,Crédito 30 días,Ejecutivo 8
2915,2023-10-05,111,87,Pacífico,Cali,Comercializadora Local,Repuestos Automotrices,Lubricantes,5,731980,0.1,3659900,562865,845575,Contado,Ejecutivo 5
2916,2022-11-27,140,50,Santanderes,Cúcuta,Constructora,Equipos Eléctricos,Cables,35,62966,0.05,2203810,47777,531615,Contado,Ejecutivo 10
2917,2024-01-15,45,10,Eje Cafetero,Armenia,Comercializadora Local,Herramientas Industriales,Llaves,2,711023,0.0,1422046,469645,482756,Crédito 30 días,Ejecutivo 2
2918,2023-01-02,53,96,Santanderes,Cúcuta,Constructora,Repuestos Automotrices,Bujías,35,191760,0.15,6711600,116177,2645405,Crédito 60 días,Ejecutivo 8
2919,2023-06-13,197,36,Santanderes,Barrancabermeja,Empresa Industrial,Equipos Eléctricos,Transformadores,26,1195573,0.0,31084898,781056,10777442,Crédito 90 días,Ejecutivo 5
2920,2024-06-24,78,118,Llanos,Yopal,Comercializadora Local,Tecnología y Seguridad,Sensores,20,322172,0.2,6443440,217149,2100460,Crédito 30 días,Ejecutivo 3
2921,2022-09-11,125,57,Eje Cafetero,Armenia,Comercializadora Local,Equipos Eléctricos,Tableros,21,1464229,0.2,30748809,940021,11008368,Crédito 90 días,Ejecutivo 8
2922,2022-03-23,145,30,Eje Cafetero,Manizales,Contratista Eléctrico,Herramientas Industriales,Compresores,31,99460,0.05,3083260,66633,1017637,Crédito 30 días,Ejecutivo 5
2923,2024-04-01,66,32,Santanderes,Barrancabermeja,Comercializadora Local,Herramientas Industriales,Compresores,15,1235553,0.1,18533295,804357,6467940,Crédito 30 días,Ejecutivo 10
2924,2022-09-22,219,104,Santanderes,Cúcuta,Contratista Eléctrico,Tecnología y Seguridad,Cámaras,28,222690,0.0,6235320,115950,2988720,Crédito 30 días,Ejecutivo 9
2925,2023-10-05,138,140,Pacífico,Buenaventura,Empresa Industrial,Materiales de Construcción,Tuberías,17,1385438,0.0,23552446,754810,10720676,Crédito 30 días,Ejecutivo 11
2926,2024-04-26,184,53,Eje Cafetero,Pereira,Comercializadora Local,Equipos Eléctricos,Cables,6,1431854,0.0,8591124,975847,2736042,Crédito 30 días,Ejecutivo 5
2927,2022-03-29,108,19,Eje Cafetero,Armenia,Taller Automotriz,Herramientas Industriales,Sierras,21,420934,0.1,8839614,333662,1832712,Crédito 30 días,Ejecutivo 11
2928,2022-04-27,22,80,Llanos,Yopal,Comercializadora Local,Repuestos Automotrices,Frenos,24,458790,0.05,11010960,269616,4540176,Crédito 60 días,Ejecutivo 4
2929,2022-01-17,70,50,Pacífico,Buenaventura,Constructora,Equipos Eléctricos,Cables,27,56338,0.15,1521126,42939,361773,Contado,Ejecutivo 2
2930,2023-08-19,148,45,Llanos,Villavicencio,Comercializadora Local,Equipos Eléctricos,Breakers,13,1462325,0.05,19010225,858025,7855900,Crédito 30 días,Ejecutivo 10
2931,2024-03-28,220,19,Santanderes,Cúcuta,Comercializadora Local,Herramientas Industriales,Sierras,13,444319,0.05,5776147,325379,1546220,Crédito 60 días,Ejecutivo 4
2932,2024-03-06,118,48,Pacífico,Popayán,Cadena de Ferreterías,Equipos Eléctricos,Breakers,29,1218474,0.1,35335746,832161,11203077,Crédito 60 días,Ejecutivo 11
2933,2022-07-11,141,104,Santanderes,Bucaramanga,Comercializadora Local,Tecnología y Seguridad,Cámaras,13,178152,0.2,2315976,115952,808600,Contado,Ejecutivo 8
2934,2024-12-31,12,73,Caribe,Sincelejo,Comercializadora Local,Repuestos Automotrices,Frenos,24,383893,0.1,9213432,302339,1957296,Crédito 90 días,Ejecutivo 8
2935,2022-08-12,32,135,Santanderes,Bucaramanga,Taller Automotriz,Materiales de Construcción,Adhesivos,39,567876,0.05,22147164,382601,7225725,Contado,Ejecutivo 12
2936,2022-08-10,110,134,Santanderes,Cúcuta,Comercializadora Local,Materiales de Construcción,Adhesivos,20,1197038,0.1,23940760,755973,8821300,Crédito 90 días,Ejecutivo 15
2937,2024-03-23,141,114,Santanderes,Bucaramanga,Comercializadora Local,Tecnología y Seguridad,Sensores,1,1630876,0.0,1630876,1017498,613378,Crédito 60 días,Ejecutivo 4
2938,2024-04-02,64,79,Caribe,Santa Marta,Empresa Industrial,Repuestos Automotrices,Frenos,7,1246380,0.05,8724660,760460,3401440,Contado,Ejecutivo 6
2939,2023-12-03,189,100,Eje Cafetero,Manizales,Contratista Eléctrico,Tecnología y Seguridad,Cámaras,18,1557555,0.1,28035990,952018,10899666,Crédito 90 días,Ejecutivo 8
2940,2023-03-12,99,65,Pacífico,Popayán,Taller Automotriz,Repuestos Automotrices,Filtros,21,47101,0.0,989121,29120,377601,Crédito 60 días,Ejecutivo 8
2941,2022-08-23,146,137,Santanderes,Bucaramanga,Cadena de Ferreterías,Materiales de Construcción,Tuberías,10,1596232,0.1,15962320,950711,6455210,Contado,Ejecutivo 1
2942,2022-11-15,145,127,Eje Cafetero,Manizales,Contratista Eléctrico,Tecnología y Seguridad,Control de acceso,5,1108200,0.2,5541000,936669,857655,Crédito 90 días,Ejecutivo 3
2943,2023-03-14,90,138,Eje Cafetero,Armenia,Cadena de Ferreterías,Materiales de Construcción,Tuberías,1,912513,0.0,912513,504775,407738,Contado,Ejecutivo 1
2944,2024-02-18,73,102,Eje Cafetero,Pereira,Constructora,Tecnología y Seguridad,Cámaras,15,361971,0.0,5429565,181105,2712990,Contado,Ejecutivo 13
2945,2024-01-11,197,33,Santanderes,Barrancabermeja,Empresa Industrial,Equipos Eléctricos,Transformadores,2,446790,0.15,893580,314763,264054,Crédito 60 días,Ejecutivo 8
2946,2023-03-14,164,116,Llanos,Arauca,Comercializadora Local,Tecnología y Seguridad,Sensores,23,1189646,0.15,27361858,838961,8065755,Contado,Ejecutivo 14
2947,2022-02-16,199,73,Pacífico,Popayán,Contratista Eléctrico,Repuestos Automotrices,Frenos,34,426548,0.0,14502632,287481,4728278,Crédito 90 días,Ejecutivo 11
2948,2024-05-16,130,30,Eje Cafetero,Pereira,Constructora,Herramientas Industriales,Compresores,29,104695,0.0,3036155,71000,977155,Contado,Ejecutivo 11
2949,2022-12-27,209,90,Caribe,Barranquilla,Taller Automotriz,Repuestos Automotrices,Bujías,15,1403496,0.0,21052440,970457,6495585,Contado,Ejecutivo 2
2950,2023-07-15,206,125,Eje Cafetero,Pereira,Taller Automotriz,Tecnología y Seguridad,Control de acceso,5,1829632,0.05,9148160,1039924,3948540,Crédito 30 días,Ejecutivo 5
2951,2024-07-13,100,17,Eje Cafetero,Manizales,Comercializadora Local,Herramientas Industriales,Sierras,20,164254,0.05,3285080,92458,1435920,Crédito 60 días,Ejecutivo 9
2952,2023-03-15,210,88,Llanos,Yopal,Constructora,Repuestos Automotrices,Lubricantes,29,893526,0.1,25912254,721576,4986550,Crédito 30 días,Ejecutivo 5
2953,2023-01-12,48,63,Llanos,Arauca,Taller Automotriz,Equipos Eléctricos,Tableros,37,413462,0.0,15298094,266923,5421943,Crédito 60 días,Ejecutivo 2
2954,2024-05-27,62,142,Caribe,Barranquilla,Constructora,Materiales de Construcción,Tuberías,3,455073,0.2,1365219,417142,113793,Contado,Ejecutivo 13
2955,2023-09-01,143,141,Pacífico,Pasto,Taller Automotriz,Materiales de Construcción,Tuberías,15,1241145,0.15,18617175,974581,3998460,Contado,Ejecutivo 6
2956,2024-05-08,193,24,Llanos,Yopal,Constructora,Herramientas Industriales,Sierras,27,545453,0.05,14727231,330130,5813721,Crédito 30 días,Ejecutivo 9
2957,2022-11-26,11,146,Pacífico,Pasto,Empresa Industrial,Materiales de Construcción,Aislantes,36,71136,0.0,2560896,53687,628164,Crédito 90 días,Ejecutivo 7
2958,2023-12-28,67,75,Pacífico,Popayán,Constructora,Repuestos Automotrices,Frenos,11,95501,0.15,1050511,79008,181423,Crédito 90 días,Ejecutivo 10
2959,2024-03-07,201,96,Caribe,Valledupar,Cadena de Ferreterías,Repuestos Automotrices,Bujías,11,191760,0.15,2109360,110285,896225,Crédito 60 días,Ejecutivo 9
2960,2023-02-11,58,148,Caribe,Sincelejo,Taller Automotriz,Materiales de Construcción,Aislantes,16,255160,0.0,4082560,143337,1789168,Contado,Ejecutivo 11
2961,2022-10-24,208,102,Caribe,Santa Marta,Taller Automotriz,Tecnología y Seguridad,Cámaras,33,307675,0.15,10153275,199525,3568950,Contado,Ejecutivo 14
2962,2023-10-11,213,80,Caribe,Sincelejo,Empresa Industrial,Repuestos Automotrices,Frenos,8,410496,0.15,3283968,275265,1081848,Contado,Ejecutivo 15
2963,2024-07-28,217,130,Llanos,Yopal,Contratista Eléctrico,Materiales de Construcción,Adhesivos,31,806984,0.05,25016504,579133,7063381,Crédito 90 días,Ejecutivo 8
2964,2023-10-11,163,98,Eje Cafetero,Manizales,Empresa Industrial,Tecnología y Seguridad,Cámaras,27,521315,0.1,14075505,338736,4929633,Contado,Ejecutivo 11
2965,2024-04-12,127,147,Pacífico,Buenaventura,Taller Automotriz,Materiales de Construcción,Aislantes,15,1364926,0.0,20473890,902508,6936270,Contado,Ejecutivo 12
2966,2022-01-08,103,152,Pacífico,Popayán,Empresa Industrial,Materiales de Construcción,Aislantes,28,862847,0.15,24159716,575866,8035468,Crédito 90 días,Ejecutivo 14
2967,2022-09-15,62,158,Caribe,Barranquilla,Constructora,Materiales de Construcción,Impermeabilizantes,1,1346292,0.15,1346292,867304,478988,Crédito 30 días,Ejecutivo 11
2968,2022-07-19,46,90,Santanderes,Bucaramanga,Taller Automotriz,Repuestos Automotrices,Bujías,23,1333321,0.05,30666383,1000724,7649731,Contado,Ejecutivo 12
2969,2023-01-20,83,88,Caribe,Santa Marta,Cadena de Ferreterías,Repuestos Automotrices,Lubricantes,29,943166,0.05,27351814,712917,6677221,Crédito 30 días,Ejecutivo 9
2970,2022-12-07,133,43,Caribe,Valledupar,Contratista Eléctrico,Equipos Eléctricos,Breakers,38,502158,0.05,19082004,354501,5610966,Crédito 30 días,Ejecutivo 4
2971,2023-12-14,116,159,Llanos,Arauca,Contratista Eléctrico,Materiales de Construcción,Impermeabilizantes,39,640104,0.0,24964056,458439,7084935,Contado,Ejecutivo 4
2972,2022-01-30,49,155,Caribe,Sincelejo,Constructora,Materiales de Construcción,Impermeabilizantes,23,1206994,0.05,27760862,807904,9179070,Crédito 30 días,Ejecutivo 6
2973,2022-02-03,187,58,Pacífico,Cali,Comercializadora Local,Equipos Eléctricos,Tableros,10,1030288,0.2,10302880,662742,3675460,Contado,Ejecutivo 5
2974,2024-10-25,29,59,Pacífico,Popayán,Cadena de Ferreterías,Equipos Eléctricos,Tableros,24,1050694,0.15,25216656,846165,4908696,Crédito 60 días,Ejecutivo 2
2975,2024-10-19,194,23,Caribe,Valledupar,Empresa Industrial,Herramientas Industriales,Sierras,34,509926,0.0,17337484,307316,6888740,Crédito 30 días,Ejecutivo 8
2976,2024-04-27,91,94,Llanos,Yopal,Taller Automotriz,Repuestos Automotrices,Bujías,7,1321433,0.1,9250031,822757,3490732,Crédito 30 días,Ejecutivo 6
2977,2024-05-22,31,97,Eje Cafetero,Armenia,Comercializadora Local,Tecnología y Seguridad,Cámaras,8,1580113,0.05,12640904,938771,5130736,Crédito 30 días,Ejecutivo 13
2978,2023-11-19,86,81,Llanos,Villavicencio,Comercializadora Local,Repuestos Automotrices,Lubricantes,18,701004,0.0,12618072,396890,5474052,Contado,Ejecutivo 3
2979,2024-07-28,211,63,Llanos,Villavicencio,Comercializadora Local,Equipos Eléctricos,Tableros,6,392788,0.05,2356728,234440,950088,Crédito 30 días,Ejecutivo 3
2980,2022-11-30,46,61,Santanderes,Bucaramanga,Taller Automotriz,Equipos Eléctricos,Tableros,16,1644678,0.0,26314848,810806,13341952,Crédito 30 días,Ejecutivo 7
2981,2023-08-07,129,112,Pacífico,Pasto,Taller Automotriz,Tecnología y Seguridad,DVR,8,157502,0.15,1260016,107604,399184,Crédito 60 días,Ejecutivo 12
2982,2024-06-14,131,76,Santanderes,Bucaramanga,Constructora,Repuestos Automotrices,Frenos,30,1426789,0.0,42803670,922283,15135180,Crédito 30 días,Ejecutivo 12
2983,2022-07-23,56,3,Eje Cafetero,Manizales,Comercializadora Local,Herramientas Industriales,Taladros,24,260909,0.0,6261816,187814,1754280,Crédito 90 días,Ejecutivo 13
2984,2022-08-01,74,111,Santanderes,Barrancabermeja,Cadena de Ferreterías,Tecnología y Seguridad,DVR,22,1075150,0.1,23653300,686461,8551158,Contado,Ejecutivo 1
2985,2024-04-22,19,3,Llanos,Yopal,Constructora,Herramientas Industriales,Taladros,39,221772,0.15,8649108,179411,1652079,Contado,Ejecutivo 12
2986,2022-07-24,196,93,Llanos,Arauca,Empresa Industrial,Repuestos Automotrices,Bujías,22,482552,0.05,10616144,305965,3884914,Crédito 30 días,Ejecutivo 9
2987,2022-03-08,178,40,Caribe,Sincelejo,Contratista Eléctrico,Equipos Eléctricos,Transformadores,26,467419,0.15,12152894,387647,2074072,Crédito 30 días,Ejecutivo 14
2988,2024-05-11,178,148,Caribe,Sincelejo,Contratista Eléctrico,Materiales de Construcción,Aislantes,32,216886,0.15,6940352,154127,2008288,Contado,Ejecutivo 13
2989,2024-07-20,121,150,Llanos,Villavicencio,Constructora,Materiales de Construcción,Aislantes,22,736224,0.2,16196928,648614,1927420,Crédito 30 días,Ejecutivo 2
2990,2023-02-05,212,16,Llanos,Arauca,Constructora,Herramientas Industriales,Llaves,22,888267,0.05,19541874,622535,5846104,Crédito 60 días,Ejecutivo 2
2991,2023-12-20,16,50,Pacífico,Popayán,Contratista Eléctrico,Equipos Eléctricos,Cables,30,66280,0.0,1988400,44746,646020,Crédito 90 días,Ejecutivo 15
2992,2024-08-08,121,153,Llanos,Villavicencio,Constructora,Materiales de Construcción,Impermeabilizantes,27,1523910,0.0,41145570,748374,20939472,Crédito 30 días,Ejecutivo 14
2993,2024-03-21,138,76,Pacífico,Buenaventura,Empresa Industrial,Repuestos Automotrices,Frenos,34,1355449,0.05,46085266,905516,15297722,Contado,Ejecutivo 6
2994,2023-04-04,89,51,Santanderes,Bucaramanga,Contratista Eléctrico,Equipos Eléctricos,Cables,31,84375,0.1,2615625,49378,1084907,Crédito 30 días,Ejecutivo 5
2995,2023-06-26,104,26,Santanderes,Cúcuta,Constructora,Herramientas Industriales,Compresores,2,1884703,0.0,3769406,1009760,1749886,Contado,Ejecutivo 15
2996,2024-04-29,86,63,Llanos,Villavicencio,Comercializadora Local,Equipos Eléctricos,Tableros,13,372115,0.1,4837495,273338,1284101,Crédito 30 días,Ejecutivo 1
2997,2024-04-29,19,45,Llanos,Yopal,Constructora,Equipos Eléctricos,Breakers,33,1462325,0.05,48256725,913059,18125778,Contado,Ejecutivo 1
2998,2022-11-11,159,41,Caribe,Valledupar,Constructora,Equipos Eléctricos,Breakers,5,1589949,0.0,7949745,865995,3619770,Crédito 60 días,Ejecutivo 14
2999,2024-11-28,157,102,Santanderes,Bucaramanga,Constructora,Tecnología y Seguridad,Cámaras,32,361971,0.0,11583072,171967,6080128,Crédito 60 días,Ejecutivo 10
3000,2023-10-13,211,81,Llanos,Villavicencio,Comercializadora Local,Repuestos Automotrices,Lubricantes,8,701004,0.0,5608032,387796,2505664,Contado,Ejecutivo 10
3001,2024-05-30,198,106,Caribe,Santa Marta,Contratista Eléctrico,Tecnología y Seguridad,DVR,4,998451,0.05,3993804,538751,1838800,Contado,Ejecutivo 7
3002,2023-01-30,204,154,Santanderes,Cúcuta,Taller Automotriz,Materiales de Construcción,Impermeabilizantes,28,726959,0.15,20354852,505675,6195952,Crédito 30 días,Ejecutivo 7
3003,2022-04-16,52,44,Eje Cafetero,Pereira,Empresa Industrial,Equipos Eléctricos,Breakers,25,1221320,0.1,30533000,794016,10682600,Crédito 60 días,Ejecutivo 10
3004,2024-05-28,166,1,Eje Cafetero,Pereira,Comercializadora Local,Herramientas Industriales,Taladros,7,639544,0.2,4476808,376053,1844437,Contado,Ejecutivo 11
3005,2024-03-10,121,49,Llanos,Villavicencio,Constructora,Equipos Eléctricos,Cables,26,904492,0.0,23516792,586896,8257496,Crédito 90 días,Ejecutivo 3
3006,2024-04-05,203,11,Caribe,Santa Marta,Cadena de Ferreterías,Herramientas Industriales,Llaves,26,835146,0.1,21713796,649168,4835428,Crédito 90 días,Ejecutivo 9
3007,2022-11-21,74,148,Santanderes,Barrancabermeja,Cadena de Ferreterías,Materiales de Construcción,Aislantes,28,216886,0.15,6072808,146006,1984640,Crédito 30 días,Ejecutivo 2
3008,2022-09-16,54,142,Caribe,Barranquilla,Cadena de Ferreterías,Materiales de Construcción,Tuberías,33,540399,0.05,17833167,389968,4964223,Crédito 30 días,Ejecutivo 11
3009,2024-03-13,12,99,Caribe,Sincelejo,Comercializadora Local,Tecnología y Seguridad,Cámaras,17,1409175,0.05,23955975,800763,10343004,Crédito 60 días,Ejecutivo 11
3010,2023-06-17,143,141,Pacífico,Pasto,Taller Automotriz,Materiales de Construcción,Tuberías,14,1314153,0.1,18398142,860235,6354852,Crédito 60 días,Ejecutivo 3
3011,2023-10-23,132,104,Eje Cafetero,Pereira,Constructora,Tecnología y Seguridad,Cámaras,31,211555,0.05,6558205,129326,2549099,Contado,Ejecutivo 2
3012,2022-02-22,159,83,Caribe,Valledupar,Constructora,Repuestos Automotrices,Lubricantes,8,215301,0.0,1722408,116387,791312,Crédito 30 días,Ejecutivo 11
3013,2022-11-10,191,145,Santanderes,Cúcuta,Comercializadora Local,Materiales de Construcción,Aislantes,24,463696,0.15,11128704,331471,3173400,Contado,Ejecutivo 12
3014,2022-06-11,4,16,Santanderes,Bucaramanga,Contratista Eléctrico,Herramientas Industriales,Llaves,34,794765,0.15,27022010,629362,5623702,Crédito 30 días,Ejecutivo 1
3015,2022-09-25,100,52,Eje Cafetero,Manizales,Comercializadora Local,Equipos Eléctricos,Cables,28,576108,0.0,16131024,321092,7140448,Crédito 90 días,Ejecutivo 11
3016,2024-01-04,26,151,Caribe,Sincelejo,Empresa Industrial,Materiales de Construcción,Aislantes,37,112653,0.1,4168161,67115,1684906,Contado,Ejecutivo 11
3017,2023-03-31,192,103,Caribe,Cartagena,Taller Automotriz,Tecnología y Seguridad,Cámaras,21,691201,0.2,14515221,688093,65268,Contado,Ejecutivo 9
3018,2023-05-18,79,62,Llanos,Villavicencio,Taller Automotriz,Equipos Eléctricos,Tableros,2,440859,0.1,881718,337024,207670,Crédito 60 días,Ejecutivo 13
3019,2024-02-14,14,56,Pacífico,Pasto,Constructora,Equipos Eléctricos,Cables,21,459847,0.0,9656787,316203,3016524,Crédito 60 días,Ejecutivo 11
3020,2022-04-16,40,46,Pacífico,Buenaventura,Cadena de Ferreterías,Equipos Eléctricos,Breakers,18,247551,0.05,4455918,153177,1698732,Contado,Ejecutivo 15
3021,2022-10-22,97,77,Caribe,Sincelejo,Contratista Eléctrico,Repuestos Automotrices,Frenos,14,268187,0.05,3754618,160303,1510376,Crédito 30 días,Ejecutivo 11
3022,2022-07-31,139,17,Llanos,Villavicencio,Taller Automotriz,Herramientas Industriales,Sierras,36,146964,0.15,5290704,85054,2228760,Contado,Ejecutivo 15
3023,2022-09-09,58,37,Caribe,Sincelejo,Taller Automotriz,Equipos Eléctricos,Transformadores,1,45052,0.1,45052,27321,17731,Contado,Ejecutivo 5
3024,2023-06-21,164,139,Llanos,Arauca,Comercializadora Local,Materiales de Construcción,Tuberías,30,1488283,0.0,44648490,896763,17745600,Crédito 60 días,Ejecutivo 2
3025,2022-06-08,58,56,Caribe,Sincelejo,Taller Automotriz,Equipos Eléctricos,Cables,6,459847,0.0,2759082,338279,729408,Crédito 30 días,Ejecutivo 6
3026,2023-03-02,151,30,Eje Cafetero,Armenia,Comercializadora Local,Herramientas Industriales,Compresores,13,83756,0.2,1088828,62514,276146,Crédito 30 días,Ejecutivo 8
3027,2022-02-14,171,136,Caribe,Valledupar,Empresa Industrial,Materiales de Construcción,Adhesivos,6,1279640,0.2,7677840,859572,2520408,Crédito 30 días,Ejecutivo 8
3028,2022-06-06,66,68,Santanderes,Barrancabermeja,Comercializadora Local,Repuestos Automotrices,Filtros,21,1304951,0.15,27403971,922303,8035608,Contado,Ejecutivo 7
3029,2024-02-08,157,66,Santanderes,Bucaramanga,Constructora,Repuestos Automotrices,Filtros,23,667423,0.0,15350729,455493,4874390,Crédito 60 días,Ejecutivo 11
3030,2024-07-12,143,49,Pacífico,Pasto,Taller Automotriz,Equipos Eléctricos,Cables,35,904492,0.0,31657220,577508,11444440,Crédito 60 días,Ejecutivo 3
3031,2023-09-04,167,46,Caribe,Santa Marta,Comercializadora Local,Equipos Eléctricos,Breakers,22,247551,0.05,5446122,135702,2460678,Contado,Ejecutivo 3
3032,2022-03-06,149,137,Santanderes,Barrancabermeja,Comercializadora Local,Materiales de Construcción,Tuberías,22,1418873,0.2,31215206,851257,12487552,Contado,Ejecutivo 6
3033,2023-12-12,5,119,Pacífico,Popayán,Empresa Industrial,Tecnología y Seguridad,Sensores,6,334597,0.2,2007582,316239,110148,Crédito 30 días,Ejecutivo 10
3034,2022-01-11,70,130,Pacífico,Buenaventura,Constructora,Materiales de Construcción,Adhesivos,23,679565,0.2,15629995,620407,1360634,Contado,Ejecutivo 12
3035,2023-06-06,134,13,Pacífico,Buenaventura,Cadena de Ferreterías,Herramientas Industriales,Llaves,31,728316,0.2,22577796,450893,8600113,Crédito 90 días,Ejecutivo 4
